Date,Open,High,Low,Close,Adj.Close,Volume,Change,Perc Change
3/30/2006,1564.358154,1603.39563,1551.980347,1571.022949,792.914429,2181125,7.208557,0.917462534
3/31/2006,1575.783691,1609.108521,1537.698242,1560.549561,787.628296,1931372,-5.286133,-0.666671309
4/3/2006,1559.597412,1588.161499,1542.458984,1571.022949,792.914429,1474706,5.286133,0.671145644
4/4/2006,1551.980347,1571.022949,1542.458984,1551.028198,782.822754,1002589,-10.091675,-1.272731915
4/5/2006,1561.501709,1617.677734,1551.980347,1580.544434,797.71991,3948758,14.897156,1.903004981
4/6/2006,1599.587158,1604.347778,1561.501709,1581.49646,798.200134,1987195,0.480224,0.060199576
4/7/2006,1580.544434,1590.065796,1542.458984,1589.113647,802.045166,1950631,3.845032,0.481712773
4/10/2006,1594.826416,1599.587158,1549.123901,1580.544434,797.71991,1346106,-4.325256,-0.539278358
4/11/2006,1585.305054,1602.443481,1557.693237,1602.443481,808.772461,2321885,11.052551,1.385517756
4/12/2006,1571.022949,1580.544434,1544.363281,1551.980347,783.303223,1632544,-25.469238,-3.149122804
4/13/2006,1561.501709,1561.501709,1513.894897,1533.889771,774.172791,1730381,-9.130432,-1.165631869
4/14/2006,1533.889771,1533.889771,1533.889771,1533.889771,774.172791,0,0,0
4/17/2006,1533.889771,1533.889771,1533.889771,1533.889771,774.172791,0,0,0
4/18/2006,1535.793945,1561.501709,1506.277954,1542.458984,778.497864,3013902,4.325073,0.558670241
4/19/2006,1544.363281,1570.070923,1542.458984,1551.980347,783.303223,1207471,4.805359,0.617260396
4/20/2006,1532.937622,1551.980347,1529.12915,1551.980347,783.303223,2474855,0,0
4/21/2006,1543.411133,1584.352905,1543.411133,1584.352905,799.642029,3155308,16.338806,2.0858852
4/24/2006,1580.544434,1580.544434,1543.411133,1555.78894,785.225525,1718248,-14.416504,-1.802869719
4/25/2006,1570.070923,1570.070923,1551.980347,1569.118774,791.953308,2548553,6.727783,0.856796269
4/26/2006,1568.166626,1609.108521,1563.406006,1594.826416,804.928223,3050820,12.974915,1.638343431
4/27/2006,1594.826416,1594.826416,1594.826416,1594.826416,804.928223,0,0,0
4/28/2006,1580.544434,1618.629761,1580.544434,1604.347778,809.733765,2948306,4.805542,0.597014971
5/1/2006,1604.347778,1604.347778,1604.347778,1604.347778,809.733765,0,0,0
5/2/2006,1600.539185,1617.677734,1585.305054,1604.347778,809.733765,2411519,0,0
5/3/2006,1604.347778,1632.911743,1604.347778,1618.629761,816.942017,4467701,7.208252,0.89020025
5/4/2006,1628.151245,1693.848511,1627.198975,1666.236572,840.969849,3978910,24.027832,2.941191847
5/5/2006,1666.236572,1677.662231,1619.581909,1632.911743,824.150452,2932528,-16.819397,-2.000000002
5/8/2006,1637.672485,1675.757935,1637.672485,1657.667358,836.644775,4538254,12.494323,1.516024528
5/9/2006,1657.667358,1657.667358,1619.581909,1629.103271,822.22821,3228216,-14.416565,-1.723140505
5/10/2006,1630.05542,1632.911743,1600.539185,1618.629761,816.942017,1467590,-5.286193,-0.642910683
5/11/2006,1637.672485,1637.672485,1580.544434,1590.065796,802.525391,1911921,-14.416626,-1.764706148
5/12/2006,1558.645264,1588.161499,1514.847046,1514.847046,764.561646,3001319,-37.963745,-4.730535062
5/15/2006,1523.41626,1528.177002,1437.724121,1447.245483,730.442322,5351747,-34.119324,-4.462599475
5/16/2006,1447.245483,1513.894897,1447.245483,1494.852173,754.470154,2752752,24.027832,3.289490666
5/17/2006,1523.41626,1523.41626,1475.809448,1501.517212,757.833862,3144487,3.363708,0.445837119
5/18/2006,1485.330933,1501.517212,1452.006104,1466.288208,740.053467,1987359,-17.780395,-2.34621279
5/19/2006,1466.288208,1466.288208,1452.006104,1452.006104,732.844971,1485074,-7.208496,-0.974050703
5/22/2006,1452.006104,1452.006104,1409.160156,1409.160156,711.220276,2720344,-21.624695,-2.950787118
5/23/2006,1409.160156,1437.724121,1399.638672,1423.442139,718.428345,2474946,7.208069,1.013479121
5/24/2006,1418.681396,1428.202759,1385.356689,1409.160156,711.220276,2412318,-7.208069,-1.003310776
5/25/2006,1465.33606,1465.33606,1358.696899,1369.17041,691.036926,2103781,-20.18335,-2.837847947
5/26/2006,1427.25061,1454.862549,1377.739624,1437.724121,725.636719,1540161,34.599793,5.00693837
5/29/2006,1466.288208,1475.809448,1409.160156,1461.527466,737.650696,1217724,12.013977,1.655646233
5/30/2006,1461.527466,1475.447754,1428.202759,1447.245483,730.442322,1823421,-7.208374,-0.977206968
5/31/2006,1409.160156,1466.288208,1364.409668,1450.101929,731.883911,2436194,1.441589,0.197358362
6/1/2006,1466.288208,1475.809448,1409.160156,1437.724121,725.636719,2101045,-6.247192,-0.8535769
6/2/2006,1455.814697,1498.660767,1428.202759,1478.665894,746.300476,2026084,20.663757,2.847672459
6/5/2006,1499.612915,1499.612915,1456.766846,1480.57019,747.261597,947748,0.961121,0.128784723
6/6/2006,1475.809448,1475.809448,1390.117432,1413.920654,713.622742,1526449,-33.638855,-4.501616989
6/7/2006,1471.04895,1471.04895,1352.984131,1380.595947,696.803467,5844615,-16.819275,-2.35688607
6/8/2006,1371.074707,1380.595947,1309.185913,1318.707153,665.567566,7048156,-31.235901,-4.482741903
6/9/2006,1332.989258,1359.649048,1261.579102,1352.03186,682.387024,4703382,16.819458,2.527084981
6/12/2006,1352.03186,1352.03186,1295.855957,1318.707153,665.567566,2876527,-16.819458,-2.464797455
6/13/2006,1318.707153,1318.707153,1261.579102,1286.334595,649.228577,10395788,-16.338989,-2.454895616
6/14/2006,1276.813354,1323.467896,1272.052612,1309.185913,660.761902,5110241,11.533325,1.77646601
6/15/2006,1309.185913,1309.185913,1309.185913,1309.185913,660.761902,0,0,0
6/16/2006,1309.185913,1309.185913,1309.185913,1309.185913,660.761902,0,0,0
6/19/2006,1394.878052,1427.25061,1372.026855,1413.920654,713.622742,4457939,52.86084,7.999983026
6/20/2006,1418.681396,1418.681396,1308.233643,1375.835327,694.400574,4553169,-19.222168,-2.693603618
6/21/2006,1375.835327,1380.595947,1323.467896,1323.467896,667.970398,5885524,-26.430176,-3.806185794
6/22/2006,1326.324341,1364.409668,1256.818359,1298.712402,655.475891,7697749,-12.494507,-1.87051807
6/23/2006,1298.712402,1298.712402,1237.775757,1275.861084,643.942444,7726767,-11.533447,-1.759553198
6/26/2006,1275.861084,1279.669678,1210.163818,1213.97229,612.706482,5886118,-31.235962,-4.850738182
6/27/2006,1213.97229,1246.344849,1199.690308,1215.876587,613.667664,13991195,0.961182,0.156874789
6/28/2006,1218.733032,1280.621826,1199.690308,1228.254395,619.914795,4828782,6.247131,1.017999052
6/29/2006,1237.775757,1275.861084,1195.881836,1266.339844,639.137146,4569425,19.222351,3.100805329
6/30/2006,1313.946533,1313.946533,1238.727905,1304.425171,658.359192,3682475,19.222046,3.007499426
7/3/2006,1332.037109,1350.127686,1267.29187,1324.420044,668.450806,2889435,10.091614,1.532843184
7/4/2006,1351.079834,1352.03186,1318.707153,1342.51062,677.581421,3808928,9.130615,1.365936718
7/5/2006,1333.941406,1344.414917,1261.579102,1274.909058,643.461853,2659842,-34.119568,-5.035493439
7/6/2006,1256.818359,1294.903809,1247.297119,1286.334595,649.228577,2264947,5.766724,0.896202933
7/7/2006,1294.903809,1318.707153,1262.53125,1275.861084,643.942444,2020759,-5.286133,-0.814217548
7/10/2006,1266.339844,1332.989258,1261.579102,1318.707153,665.567566,2107572,21.625122,3.358238333
7/11/2006,1313.946533,1349.175537,1299.664551,1322.515747,667.489685,1708330,1.922119,0.28879397
7/12/2006,1321.563599,1356.792603,1313.946533,1317.755127,665.087097,1441902,-2.402588,-0.359943839
7/13/2006,1323.467896,1328.228638,1237.775757,1242.536377,627.123169,1611361,-37.963928,-5.708113745
7/14/2006,1237.775757,1285.382446,1233.015015,1252.057739,631.92865,1985337,4.805481,0.766273874
7/17/2006,1261.579102,1280.621826,1194.929565,1194.929565,603.095398,1233094,-28.833252,-4.562738531
7/18/2006,1203.498901,1256.818359,1195.881836,1247.297119,629.526123,2421995,26.430725,4.382511471
7/19/2006,1258.722656,1304.425171,1237.775757,1285.382446,648.747986,2738719,19.221863,3.053386078
7/20/2006,1305.377319,1322.515747,1218.733032,1247.297119,629.526123,4931294,-19.221863,-2.96291679
7/21/2006,1247.297119,1247.297119,1219.685181,1236.823608,624.239807,10578418,-5.286316,-0.83972941
7/24/2006,1232.062866,1275.861084,1228.254395,1266.339844,639.137146,1075995,14.897339,2.386476933
7/25/2006,1249.201294,1303.473145,1249.201294,1294.903809,653.553528,2047401,14.416382,2.25560071
7/26/2006,1293.95166,1317.755127,1275.861084,1304.425171,658.359192,1185371,4.805664,0.735312992
7/27/2006,1332.037109,1332.989258,1246.344849,1304.425171,658.359192,1565925,0,0
7/28/2006,1304.425171,1304.425171,1256.818359,1265.387573,638.656372,1476966,-19.70282,-2.992715867
7/31/2006,1265.387573,1271.100464,1247.297119,1252.057739,631.92865,1816634,-6.727722,-1.053418128
8/1/2006,1252.057739,1271.100464,1208.259521,1208.259521,609.823059,4035810,-22.105591,-3.498115017
8/2/2006,1222.541626,1237.775757,1194.929565,1218.733032,615.109375,5958025,5.286316,0.866860628
8/3/2006,1242.536377,1253.009888,1194.929565,1237.775757,624.720337,2777390,9.610962,1.562480169
8/4/2006,1250.153442,1252.057739,1218.733032,1237.775757,624.720337,2117308,0,0
8/7/2006,1237.775757,1237.775757,1205.403076,1237.775757,624.720337,1011859,0,0
8/8/2006,1236.823608,1242.536377,1209.21167,1222.541626,617.031616,3019938,-7.688721,-1.230746071
8/9/2006,1222.541626,1222.541626,1222.541626,1222.541626,617.031616,0,0,0
8/10/2006,1223.493652,1237.775757,1210.163818,1218.733032,615.109375,903480,-1.922241,-0.31153039
8/11/2006,1227.302246,1242.536377,1218.733032,1223.493652,617.511902,1664027,2.402527,0.390585333
8/14/2006,1233.015015,1252.057739,1233.015015,1237.775757,624.720337,2199891,7.208435,1.167335395
8/15/2006,1242.536377,1254.914185,1223.493652,1242.536377,627.123169,637475,2.402832,0.384625225
8/16/2006,1252.057739,1256.818359,1230.158569,1230.158569,620.875916,1385383,-6.247253,-0.996176399
8/17/2006,1236.823608,1275.861084,1236.823608,1271.100464,641.539917,3552125,20.664001,3.328201412
8/18/2006,1272.052612,1293.95166,1256.818359,1274.909058,643.461853,1900856,1.921936,0.29958167
8/21/2006,1274.909058,1279.669678,1237.775757,1271.100464,641.539917,621302,-1.921936,-0.298686859
8/22/2006,1275.861084,1281.573853,1256.818359,1266.339844,639.137146,2449448,-2.402771,-0.3745318
8/23/2006,1266.339844,1266.339844,1225.397949,1247.297119,629.526123,3955060,-9.611023,-1.503749713
8/24/2006,1266.339844,1276.813354,1244.440674,1276.813354,644.423157,4677725,14.897034,2.366388535
8/25/2006,1277.765381,1285.382446,1249.201294,1276.813354,644.423157,2963622,0,0
8/28/2006,1274.909058,1280.621826,1247.297119,1247.297119,629.526123,2706271,-14.897034,-2.311685084
8/29/2006,1250.153442,1256.818359,1228.254395,1228.254395,619.914795,2262279,-9.611328,-1.526756023
8/30/2006,1236.823608,1285.382446,1228.254395,1261.579102,636.734314,3122021,16.819519,2.713198513
8/31/2006,1261.579102,1280.621826,1219.685181,1259.674805,635.773071,3066421,-0.961243,-0.150964536
9/1/2006,1261.579102,1266.339844,1209.21167,1213.97229,612.706482,3792168,-23.066589,-3.628116706
9/4/2006,1228.254395,1250.153442,1207.307373,1233.015015,622.317688,3109313,9.611206,1.568647678
9/5/2006,1237.775757,1256.818359,1218.733032,1242.536377,627.123169,7098368,4.805481,0.772190971
9/6/2006,1242.536377,1261.579102,1228.254395,1255.866333,633.851013,2458629,6.727844,1.072810627
9/7/2006,1255.866333,1255.866333,1200.642456,1200.642456,605.978699,3949721,-27.872314,-4.397297382
9/8/2006,1217.780884,1232.062866,1209.21167,1220.637329,616.070557,2740407,10.091858,1.665381641
9/11/2006,1200.642456,1200.642456,1171.126343,1171.126343,609.627258,4509799,-6.443299,-1.045870303
9/12/2006,1181.599731,1217.780884,1171.126343,1194.929565,622.017944,3176584,12.390686,2.032501965
9/13/2006,1218.733032,1218.733032,1182.55188,1194.929565,622.017944,5219042,0,0
9/14/2006,1209.21167,1216.828735,1183.504028,1191.121094,620.035339,1817300,-1.982605,-0.318737589
9/15/2006,1199.690308,1252.057739,1173.982666,1252.057739,651.75592,19050541,31.720581,5.115931142
9/18/2006,1237.775757,1253.962036,1210.163818,1239.680054,645.312683,4332125,-6.443237,-0.988596621
9/19/2006,1233.015015,1266.339844,1228.254395,1266.339844,659.190552,2386841,13.877869,2.150565046
9/20/2006,1265.387573,1275.861084,1228.254395,1275.861084,664.146606,2433734,4.956054,0.751839356
9/21/2006,1253.009888,1298.712402,1253.009888,1298.712402,676.04187,5497107,11.895264,1.79105997
9/22/2006,1294.903809,1294.903809,1256.818359,1290.143188,671.581238,4762035,-4.460632,-0.659815937
9/25/2006,1290.143188,1290.143188,1290.143188,1290.143188,671.581238,0,0,0
9/26/2006,1266.339844,1306.329468,1257.77063,1306.329468,680.006897,2720659,8.425659,1.254600117
9/27/2006,1313.946533,1328.228638,1285.382446,1312.042358,682.980652,2226356,2.973755,0.437312476
9/28/2006,1318.707153,1323.467896,1298.712402,1307.281616,680.502563,1099396,-2.478089,-0.362834436
9/29/2006,1313.946533,1323.467896,1286.334595,1304.425171,679.015686,1482970,-1.486877,-0.218496899
10/2/2006,1304.425171,1323.467896,1297.760254,1309.185913,681.493835,342434,2.478149,0.364961966
10/3/2006,1309.185913,1313.946533,1285.382446,1304.425171,679.015686,2603594,-2.478149,-0.363634838
10/4/2006,1299.664551,1330.132813,1286.334595,1330.132813,692.397522,3515493,13.381836,1.970769789
10/5/2006,1333.941406,1352.03186,1332.989258,1332.989258,693.884705,1950564,1.487183,0.214787453
10/6/2006,1337.749878,1342.51062,1318.707153,1337.749878,696.362732,1384136,2.478027,0.357123739
10/9/2006,1332.989258,1366.313965,1313.946533,1361.553345,708.753601,2786692,12.390869,1.779369922
10/10/2006,1360.601196,1361.553345,1332.037109,1347.27124,701.318848,4191195,-7.434753,-1.048989803
10/11/2006,1347.27124,1347.27124,1312.994385,1337.749878,696.362732,2950270,-4.956116,-0.706685128
10/12/2006,1337.749878,1362.505371,1325.372192,1362.505371,709.249268,3330386,12.886536,1.850549348
10/13/2006,1362.505371,1397.734375,1353.936157,1375.835327,716.187927,1717601,6.938659,0.978310351
10/16/2006,1371.074707,1427.25061,1371.074707,1408.207886,733.039429,2088958,16.851502,2.35294416
10/17/2006,1409.160156,1437.724121,1380.595947,1428.202759,743.447754,4406139,10.408325,1.419886105
10/18/2006,1437.724121,1475.809448,1405.35144,1454.862549,757.3255,3696153,13.877746,1.86667401
10/19/2006,1454.862549,1454.862549,1421.537842,1421.537842,739.978394,1152041,-17.347106,-2.29057466
10/20/2006,1423.442139,1447.245483,1409.160156,1418.681396,738.491577,1987869,-1.486817,-0.200927083
10/23/2006,1409.160156,1429.154907,1390.117432,1429.154907,743.943359,1115348,5.451782,0.738232117
10/24/2006,1428.202759,1511.038452,1428.202759,1494.852173,778.142029,1953281,34.19867,4.596945397
10/25/2006,1494.852173,1494.852173,1458.671143,1471.04895,765.751099,4263784,-12.39093,-1.592373826
10/26/2006,1475.809448,1483.426636,1461.527466,1471.04895,765.751099,4039778,0,0
10/27/2006,1471.04895,1494.852173,1466.288208,1485.330933,773.185852,3204351,7.434753,0.97090987
10/30/2006,1504.373657,1512.942749,1490.091553,1499.612915,780.620117,2393134,7.434265,0.961510739
10/31/2006,1504.373657,1513.894897,1494.852173,1504.373657,783.098694,2117650,2.478577,0.317513852
11/1/2006,1503.421387,1531.985474,1462.479614,1523.41626,793.011047,2637752,9.912353,1.265785919
11/2/2006,1523.41626,1544.363281,1504.373657,1535.793945,799.454041,3234063,6.442994,0.812472162
11/3/2006,1523.41626,1542.458984,1494.852173,1515.799194,789.045898,2340736,-10.408143,-1.301906359
11/6/2006,1523.41626,1523.41626,1504.373657,1509.134277,785.576599,1644003,-3.469299,-0.439682788
11/7/2006,1509.134277,1512.942749,1490.091553,1511.038452,786.567627,2488791,0.991028,0.126152943
11/8/2006,1513.894897,1513.894897,1491.043701,1513.894897,788.054443,877667,1.486816,0.189025832
11/9/2006,1504.373657,1509.134277,1490.091553,1497.708618,779.628967,3038246,-8.425476,-1.069148975
11/10/2006,1497.708618,1523.41626,1490.091553,1494.852173,778.142029,1302553,-1.486938,-0.190723801
11/13/2006,1495.804443,1513.894897,1480.57019,1480.57019,770.707458,934543,-7.434571,-0.955425966
11/14/2006,1480.57019,1513.894897,1480.57019,1513.894897,788.054443,2980064,17.346985,2.250787224
11/15/2006,1499.612915,1513.894897,1494.852173,1513.894897,788.054443,1935352,0,0
11/16/2006,1522.464233,1522.464233,1502.46936,1513.894897,788.054443,1589579,0,0
11/17/2006,1513.894897,1522.464233,1505.325684,1522.464233,792.515503,1768771,4.46106,0.566085255
11/20/2006,1522.464233,1551.980347,1522.464233,1523.41626,793.011047,1726236,0.495544,0.062527988
11/21/2006,1523.41626,1551.980347,1523.41626,1537.698242,800.445374,2847114,7.434327,0.937480887
11/22/2006,1528.177002,1604.347778,1528.177002,1590.065796,827.705139,2599207,27.259765,3.405574682
11/23/2006,1590.065796,1646.241699,1584.352905,1646.241699,856.947571,4495124,29.242432,3.532952814
11/24/2006,1623.390503,1637.672485,1620.534058,1637.672485,852.486877,1266715,-4.460694,-0.520532895
11/27/2006,1642.433228,1642.433228,1618.629761,1632.911743,850.008362,1969730,-2.478515,-0.290739373
11/28/2006,1618.629761,1623.390503,1585.305054,1590.065796,827.705139,1901931,-22.303223,-2.623882775
11/29/2006,1599.587158,1604.347778,1585.305054,1590.065796,827.705139,4207745,0,0
11/30/2006,1599.587158,1605.299927,1575.783691,1585.305054,825.226807,2630550,-2.478332,-0.299422087
12/1/2006,1585.305054,1610.060547,1576.73584,1585.305054,825.226807,2996370,0,0
12/4/2006,1585.305054,1594.826416,1571.022949,1591.017944,828.201111,1473993,2.974304,0.36042261
12/5/2006,1586.257202,1607.204224,1585.305054,1599.587158,832.66156,1547475,4.460449,0.538570758
12/6/2006,1599.587158,1617.677734,1585.305054,1617.677734,842.078369,1221608,9.416809,1.130928753
12/7/2006,1592.922241,1614.821289,1585.305054,1608.15625,837.122253,2051480,-4.956116,-0.588557572
12/8/2006,1609.108521,1609.108521,1592.922241,1599.587158,832.66156,1610273,-4.460693,-0.532860402
12/11/2006,1585.305054,1612.916992,1585.305054,1593.874268,829.687866,2182071,-2.973694,-0.357131173
12/12/2006,1594.826416,1613.869141,1580.544434,1585.305054,825.226807,1598709,-4.461059,-0.53767919
12/13/2006,1585.305054,1585.305054,1568.166626,1576.73584,820.766235,1903892,-4.460572,-0.540526794
12/14/2006,1580.544434,1627.198975,1580.544434,1627.198975,847.034973,2416546,26.268738,3.200513969
12/15/2006,1618.629761,1645.289551,1618.629761,1619.581909,843.069763,2571727,-3.96521,-0.46812825
12/18/2006,1618.629761,1670.997192,1609.108521,1646.241699,856.947571,2668072,13.877808,1.646104345
12/19/2006,1646.241699,1662.427979,1629.103271,1636.720459,851.991394,2631695,-4.956177,-0.578352418
12/20/2006,1599.587158,1656.71521,1599.587158,1651.954468,859.921326,2469954,7.929932,0.930752594
12/21/2006,1651.954468,1709.082642,1642.433228,1709.082642,889.659363,3789141,29.738037,3.458227643
12/22/2006,1691.944214,1713.843262,1691.944214,1704.322021,887.180969,1878118,-2.478394,-0.278577858
12/27/2006,1709.082642,1729.077515,1709.082642,1713.843262,892.137268,152170,4.956299,0.558657047
12/28/2006,1713.843262,1728.125366,1713.843262,1718.604004,894.615356,784576,2.478088,0.277769811
12/29/2006,1723.364746,1728.125366,1713.843262,1713.843262,892.137268,993317,-2.478088,-0.277000387
1/2/2007,1718.604004,1725.269043,1690.039917,1707.178345,888.667725,439210,-3.469543,-0.388902372
1/3/2007,1681.470703,1713.843262,1666.236572,1685.279297,877.268494,911690,-11.399231,-1.282732643
1/4/2007,1685.279297,1693.848511,1667.188721,1674.805786,871.816528,1949697,-5.451966,-0.621470626
1/5/2007,1675.757935,1685.279297,1623.390503,1675.757935,872.312134,896850,0.495606,0.056847511
1/8/2007,1666.236572,1707.178345,1666.236572,1685.279297,877.268494,1898363,4.95636,0.568186525
1/9/2007,1675.757935,1723.364746,1675.757935,1713.843262,892.137268,2186433,14.868774,1.694894334
1/10/2007,1713.843262,1723.364746,1704.322021,1713.843262,892.137268,1658474,0,0
1/11/2007,1718.604004,1779.540649,1695.752808,1718.604004,894.615356,889124,2.478088,0.277769811
1/12/2007,1732.885986,1771.923584,1732.885986,1737.646729,904.528137,1510520,9.912781,1.108049502
1/15/2007,1732.885986,1792.870605,1732.885986,1792.870605,933.274658,3471917,28.746521,3.178068191
1/16/2007,1777.636353,1843.33374,1751.928711,1837.62085,956.569519,3202320,23.294861,2.496034881
1/17/2007,1837.62085,1946.164307,1810.96106,1918.552368,998.698303,2908199,42.128784,4.404152878
1/18/2007,1894.749023,1964.254883,1881.419067,1951.877075,1016.045166,4825931,17.346863,1.736947279
1/19/2007,1951.877075,1951.877075,1913.791748,1918.552368,998.698303,6355998,-17.346863,-1.707292508
1/22/2007,1923.31311,1943.307861,1918.552368,1927.121582,1003.158936,4306155,4.460633,0.446644696
1/23/2007,1926.169556,1932.834351,1866.185059,1894.749023,986.307495,4912771,-16.851441,-1.679837601
